File;Matcher;Precision;Recall;F1;NUI;PME;HSR;;;;;;;
assays_horizontal_50_ac4_ev_.csv;CupidResult;1;0,043478261;0,08333333;529;1;0;;;;;;;
assays_horizontal_50_ac4_ev_.csv;CupidAdjusted;1;0,043478261;0,08333333;529;1;0;;;;;;;
assays_horizontal_50_ac4_ev_.csv;DistributionBasedResult;0,695652174;0,484848485;0,57142857;37;0,069943289;0,930056711;;;;;;;
assays_horizontal_50_ac4_ev_.csv;DistributionBasedAdjusted;0,565217391;0,565217391;0,56521739;58;0,109640832;0,890359168;;;;;;;
assays_horizontal_50_ac4_ev_.csv;JaccardLevenMatcherResult;0,869565217;0,05;0,09456265;23;0,043478261;0,956521739;;;;;;;
assays_horizontal_50_ac4_ev_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;253;0,47826087;0,52173913;;;;;;;
assays_horizontal_50_ac4_ev_.csv;SimilarityFloodingResult;1;0,043478261;0,08333333;529;1;0;;;;;;;
assays_horizontal_50_ac4_ev_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;529;1;0;;;;;;;
assays_horizontal_50_ac4_ev_.csv;SmatResult;1;0,92;0,95833333;25;0,047258979;0,952741021;;;;;;;
assays_horizontal_50_ac5_av_.csv;ComaInstResult;0,434782609;0,909090909;0,58823529;88;0,166351607;0,833648393;;;;;;;
assays_horizontal_50_ac5_av_.csv;ComaInstAdjusted;0;0;0,00000000;529;1;0;;;;;;;
assays_horizontal_50_ac5_av_.csv;ComaOptResult;0,173913043;0,8;0,28571429;175;0,330812854;0,669187146;;;;;;;
assays_horizontal_50_ac5_av_.csv;ComaOptAdjusted;0;0;0,00000000;529;1;0;;;;;;;
assays_horizontal_50_ac5_av_.csv;CupidResult;1;0,043478261;0,08333333;529;1;0;;;;;;;
assays_horizontal_50_ac5_av_.csv;CupidAdjusted;1;0,043478261;0,08333333;529;1;0;;;;;;;
assays_horizontal_50_ac5_av_.csv;DistributionBasedResult;0,608695652;0,583333333;0,59574468;50;0,094517958;0,905482042;;;;;;;
assays_horizontal_50_ac5_av_.csv;DistributionBasedAdjusted;0,47826087;0,647058824;0,55000000;77;0,145557656;0,854442344;;;;;;;
assays_horizontal_50_ac5_av_.csv;JaccardLevenMatcherResult;0,869565217;0,05;0,09456265;23;0,043478261;0,956521739;;;;;;;
assays_horizontal_50_ac5_av_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;253;0,47826087;0,52173913;;;;;;;
assays_horizontal_50_ac5_av_.csv;SimilarityFloodingResult;1;0,043478261;0,08333333;529;1;0;;;;;;;
assays_horizontal_50_ac5_av_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;529;1;0;;;;;;;
assays_horizontal_50_ac5_av_.csv;SmatResult;1;1;1,00000000;23;0,043478261;0,956521739;;;;;;;
assays_horizontal_50_ac5_ev_.csv;ComaInstResult;0,434782609;0,909090909;0,58823529;88;0,166351607;0,833648393;;;;;;;
assays_horizontal_50_ac5_ev_.csv;ComaInstAdjusted;0;0;0,00000000;529;1;0;;;;;;;
assays_horizontal_50_ac5_ev_.csv;ComaOptResult;0,173913043;0,8;0,28571429;175;0,330812854;0,669187146;;;;;;;
assays_horizontal_50_ac5_ev_.csv;ComaOptAdjusted;0;0;0,00000000;529;1;0;;;;;;;
assays_horizontal_50_ac5_ev_.csv;CupidResult;1;0,043478261;0,08333333;529;1;0;;;;;;;
assays_horizontal_50_ac5_ev_.csv;CupidAdjusted;1;0,043478261;0,08333333;529;1;0;;;;;;;
assays_horizontal_50_ac5_ev_.csv;DistributionBasedResult;0,695652174;0,484848485;0,57142857;37;0,069943289;0,930056711;;;;;;;
assays_horizontal_50_ac5_ev_.csv;DistributionBasedAdjusted;0,565217391;0,541666667;0,55319149;58;0,109640832;0,890359168;;;;;;;
assays_horizontal_50_ac5_ev_.csv;JaccardLevenMatcherResult;0,869565217;0,05;0,09456265;23;0,043478261;0,956521739;;;;;;;
assays_horizontal_50_ac5_ev_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;253;0,47826087;0,52173913;;;;;;;
assays_horizontal_50_ac5_ev_.csv;SimilarityFloodingResult;1;0,043478261;0,08333333;529;1;0;;;;;;;
assays_horizontal_50_ac5_ev_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;529;1;0;;;;;;;
assays_horizontal_50_ac5_ev_.csv;SmatResult;1;1;1,00000000;23;0,043478261;0,956521739;;;;;;;
assays_horizontal_50_ec_ev_.csv;ComaInstResult;1;1;1,00000000;23;0,043478261;0,956521739;;;;;;;
assays_horizontal_50_ec_ev_.csv;ComaInstAdjusted;0,956521739;1;0,97777778;22;0,041587902;0,958412098;;;;;;;
assays_horizontal_50_ec_ev_.csv;ComaOptResult;1;1;1,00000000;23;0,043478261;0,956521739;;;;;;;
assays_horizontal_50_ec_ev_.csv;ComaOptAdjusted;0,956521739;1;0,97777778;22;0,041587902;0,958412098;;;;;;;
assays_horizontal_50_ec_ev_.csv;CupidResult;1;0,043478261;0,08333333;529;1;0;;;;;;;
assays_horizontal_50_ec_ev_.csv;CupidAdjusted;1;0,043478261;0,08333333;529;1;0;;;;;;;
assays_horizontal_50_ec_ev_.csv;DistributionBasedResult;0,695652174;0,470588235;0,56140351;37;0,069943289;0,930056711;;;;;;;
assays_horizontal_50_ec_ev_.csv;DistributionBasedAdjusted;0,565217391;0,541666667;0,55319149;58;0,109640832;0,890359168;;;;;;;
assays_horizontal_50_ec_ev_.csv;JaccardLevenMatcherResult;0,869565217;0,05;0,09456265;23;0,043478261;0,956521739;;;;;;;
assays_horizontal_50_ec_ev_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;253;0,47826087;0,52173913;;;;;;;
assays_horizontal_50_ec_ev_.csv;SimilarityFloodingResult;1;0,043478261;0,08333333;529;1;0;;;;;;;
assays_horizontal_50_ec_ev_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;529;1;0;;;;;;;
assays_horizontal_50_ec_ev_.csv;SmatResult;1;1;1,00000000;23;0,043478261;0,956521739;;;;;;;
miller2_both_0_1_ac1_av_.csv;ComaInstResult;1;0,083333333;0,15384615;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac1_av_.csv;ComaInstAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac1_av_.csv;ComaOptResult;1;0,083333333;0,15384615;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac1_av_.csv;ComaOptAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac1_av_.csv;CupidResult;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac1_av_.csv;CupidAdjusted;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac1_av_.csv;DistributionBasedResult;0;0;0,00000000;662,5;0,980029586;0,019970414;;;;;;;
miller2_both_0_1_ac1_av_.csv;DistributionBasedAdjusted;0;0;0,00000000;662,5;0,980029586;0,019970414;;;;;;;
miller2_both_0_1_ac1_av_.csv;JaccardLevenMatcherResult;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac1_av_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac1_av_.csv;SimilarityFloodingResult;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac1_av_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac1_av_.csv;SmatResult;1;1;1,00000000;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac3_av_.csv;ComaInstResult;1;0,1;0,18181818;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac3_av_.csv;ComaInstAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac3_av_.csv;ComaOptResult;1;0,142857143;0,25000000;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac3_av_.csv;ComaOptAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac3_av_.csv;CupidResult;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac3_av_.csv;CupidAdjusted;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac3_av_.csv;DistributionBasedResult;0;0;0,00000000;662,5;0,980029586;0,019970414;;;;;;;
miller2_both_0_1_ac3_av_.csv;DistributionBasedAdjusted;0;0;0,00000000;662,5;0,980029586;0,019970414;;;;;;;
miller2_both_0_1_ac3_av_.csv;JaccardLevenMatcherResult;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac3_av_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac3_av_.csv;SimilarityFloodingResult;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac3_av_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac3_av_.csv;SmatResult;1;1;1,00000000;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac3_ev_.csv;ComaInstResult;1;0,1;0,18181818;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac3_ev_.csv;ComaInstAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac3_ev_.csv;ComaOptResult;1;0,142857143;0,25000000;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac3_ev_.csv;ComaOptAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac3_ev_.csv;CupidResult;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac3_ev_.csv;CupidAdjusted;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac3_ev_.csv;DistributionBasedResult;1;0,008928571;0,01769912;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac3_ev_.csv;DistributionBasedAdjusted;0;0;0,00000000;662,5;0,980029586;0,019970414;;;;;;;
miller2_both_0_1_ac3_ev_.csv;JaccardLevenMatcherResult;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac3_ev_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;662,5;0,980029586;0,019970414;;;;;;;
miller2_both_0_1_ac3_ev_.csv;SimilarityFloodingResult;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac3_ev_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac3_ev_.csv;SmatResult;1;1;1,00000000;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac4_ev_.csv;ComaInstResult;1;0,090909091;0,16666667;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac4_ev_.csv;ComaInstAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac4_ev_.csv;ComaOptResult;0;0;0,00000000;662,5;0,980029586;0,019970414;;;;;;;
miller2_both_0_1_ac4_ev_.csv;ComaOptAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac4_ev_.csv;CupidResult;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac4_ev_.csv;CupidAdjusted;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac4_ev_.csv;DistributionBasedResult;1;0,009090909;0,01801802;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac4_ev_.csv;DistributionBasedAdjusted;0;0;0,00000000;662,5;0,980029586;0,019970414;;;;;;;
miller2_both_0_1_ac4_ev_.csv;JaccardLevenMatcherResult;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac4_ev_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;662,5;0,980029586;0,019970414;;;;;;;
miller2_both_0_1_ac4_ev_.csv;SimilarityFloodingResult;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac4_ev_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac4_ev_.csv;SmatResult;1;0,333333333;0,50000000;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac5_av_.csv;ComaInstResult;1;0,076923077;0,14285714;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac5_av_.csv;ComaInstAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac5_av_.csv;ComaOptResult;1;0,125;0,22222222;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac5_av_.csv;ComaOptAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac5_av_.csv;CupidResult;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac5_av_.csv;CupidAdjusted;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac5_av_.csv;DistributionBasedResult;0;0;0,00000000;662,5;0,980029586;0,019970414;;;;;;;
miller2_both_0_1_ac5_av_.csv;DistributionBasedAdjusted;0;0;0,00000000;662,5;0,980029586;0,019970414;;;;;;;
miller2_both_0_1_ac5_av_.csv;JaccardLevenMatcherResult;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac5_av_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac5_av_.csv;SimilarityFloodingResult;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac5_av_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac5_av_.csv;SmatResult;1;1;1,00000000;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac5_ev_.csv;ComaInstResult;1;0,076923077;0,14285714;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac5_ev_.csv;ComaInstAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac5_ev_.csv;ComaOptResult;1;0,125;0,22222222;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac5_ev_.csv;ComaOptAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac5_ev_.csv;CupidResult;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac5_ev_.csv;CupidAdjusted;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac5_ev_.csv;DistributionBasedResult;1;0,009009009;0,01785714;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac5_ev_.csv;DistributionBasedAdjusted;0;0;0,00000000;662,5;0,980029586;0,019970414;;;;;;;
miller2_both_0_1_ac5_ev_.csv;JaccardLevenMatcherResult;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac5_ev_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;662,5;0,980029586;0,019970414;;;;;;;
miller2_both_0_1_ac5_ev_.csv;SimilarityFloodingResult;1;0,00147929;0,00295421;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_1_ac5_ev_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;676;1;0;;;;;;;
miller2_both_0_1_ac5_ev_.csv;SmatResult;1;1;1,00000000;301;0,445266272;0,554733728;;;;;;;
miller2_both_0_30_ac1_ev_.csv;ComaInstResult;1;0,833333333;0,90909091;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac1_ev_.csv;ComaInstAdjusted;0,6;0,818181818;0,69230769;510;0,468319559;0,531680441;;;;;;;
miller2_both_0_30_ac1_ev_.csv;ComaOptResult;1;0,789473684;0,88235294;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac1_ev_.csv;ComaOptAdjusted;0,266666667;1;0,42105263;680;0,624426079;0,375573921;;;;;;;
miller2_both_0_30_ac1_ev_.csv;CupidResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac1_ev_.csv;CupidAdjusted;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac1_ev_.csv;DistributionBasedResult;0,933333333;0,068292683;0,12727273;365;0,335169881;0,664830119;;;;;;;
miller2_both_0_30_ac1_ev_.csv;DistributionBasedAdjusted;0,733333333;0,105769231;0,18487395;449;0,412304867;0,587695133;;;;;;;
miller2_both_0_30_ac1_ev_.csv;JaccardLevenMatcherResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac1_ev_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;834;0,76584022;0,23415978;;;;;;;
miller2_both_0_30_ac1_ev_.csv;SimilarityFloodingResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac1_ev_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;1089;1;0;;;;;;;
miller2_both_0_30_ac1_ev_.csv;SmatResult;0,866666667;0,928571429;0,89655172;392;0,359963269;0,640036731;;;;;;;
miller2_both_0_30_ac2_av_.csv;ComaInstResult;0,933333333;0,777777778;0,84848485;365;0,335169881;0,664830119;;;;;;;
miller2_both_0_30_ac2_av_.csv;ComaInstAdjusted;0;0;0,00000000;1089;1;0;;;;;;;
miller2_both_0_30_ac2_av_.csv;ComaOptResult;0,866666667;0,722222222;0,78787879;392;0,359963269;0,640036731;;;;;;;
miller2_both_0_30_ac2_av_.csv;ComaOptAdjusted;0;0;0,00000000;1089;1;0;;;;;;;
miller2_both_0_30_ac2_av_.csv;CupidResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac2_av_.csv;CupidAdjusted;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac2_av_.csv;DistributionBasedResult;0,333333333;0,034246575;0,06211180;644;0,591368228;0,408631772;;;;;;;
miller2_both_0_30_ac2_av_.csv;DistributionBasedAdjusted;0,133333333;0,039215686;0,06060606;755;0,693296602;0,306703398;;;;;;;
miller2_both_0_30_ac2_av_.csv;JaccardLevenMatcherResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac2_av_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;1089;1;0;;;;;;;
miller2_both_0_30_ac2_av_.csv;SimilarityFloodingResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac2_av_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;1089;1;0;;;;;;;
miller2_both_0_30_ac2_av_.csv;SmatResult;0,866666667;0,866666667;0,86666667;392;0,359963269;0,640036731;;;;;;;
miller2_both_0_30_ac2_ev_.csv;ComaInstResult;0,733333333;0,6875;0,70967742;449;0,412304867;0,587695133;;;;;;;
miller2_both_0_30_ac2_ev_.csv;ComaInstAdjusted;0;0;0,00000000;1089;1;0;;;;;;;
miller2_both_0_30_ac2_ev_.csv;ComaOptResult;0,533333333;0,5;0,51612903;542;0,497704316;0,502295684;;;;;;;
miller2_both_0_30_ac2_ev_.csv;ComaOptAdjusted;0;0;0,00000000;1089;1;0;;;;;;;
miller2_both_0_30_ac2_ev_.csv;CupidResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac2_ev_.csv;CupidAdjusted;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac2_ev_.csv;DistributionBasedResult;0,733333333;0,062857143;0,11578947;449;0,412304867;0,587695133;;;;;;;
miller2_both_0_30_ac2_ev_.csv;DistributionBasedAdjusted;0,533333333;0,068965517;0,12213740;542;0,497704316;0,502295684;;;;;;;
miller2_both_0_30_ac2_ev_.csv;JaccardLevenMatcherResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac2_ev_.csv;JaccardLevenMatcherAdjusted;0,066666667;0,125;0,08695652;794;0,729109275;0,270890725;;;;;;;
miller2_both_0_30_ac2_ev_.csv;SimilarityFloodingResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac2_ev_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;1089;1;0;;;;;;;
miller2_both_0_30_ac2_ev_.csv;SmatResult;1;0,882352941;0,93750000;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac3_av_.csv;ComaInstResult;0,6;0,5625;0,58064516;510;0,468319559;0,531680441;;;;;;;
miller2_both_0_30_ac3_av_.csv;ComaInstAdjusted;0;0;0,00000000;1089;1;0;;;;;;;
miller2_both_0_30_ac3_av_.csv;ComaOptResult;0,6;0,692307692;0,64285714;510;0,468319559;0,531680441;;;;;;;
miller2_both_0_30_ac3_av_.csv;ComaOptAdjusted;0;0;0,00000000;1089;1;0;;;;;;;
miller2_both_0_30_ac3_av_.csv;CupidResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac3_av_.csv;CupidAdjusted;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac3_av_.csv;DistributionBasedResult;0,533333333;0,03960396;0,07373272;542;0,497704316;0,502295684;;;;;;;
miller2_both_0_30_ac3_av_.csv;DistributionBasedAdjusted;0,133333333;0,019417476;0,03389831;755;0,693296602;0,306703398;;;;;;;
miller2_both_0_30_ac3_av_.csv;JaccardLevenMatcherResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac3_av_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;1089;1;0;;;;;;;
miller2_both_0_30_ac3_av_.csv;SimilarityFloodingResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac3_av_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;1089;1;0;;;;;;;
miller2_both_0_30_ac3_av_.csv;SmatResult;1;0,9375;0,96774194;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac3_ev_.csv;ComaInstResult;0,8;0,666666667;0,72727273;420;0,385674931;0,614325069;;;;;;;
miller2_both_0_30_ac3_ev_.csv;ComaInstAdjusted;0;0;0,00000000;1089;1;0;;;;;;;
miller2_both_0_30_ac3_ev_.csv;ComaOptResult;0,666666667;0,769230769;0,71428571;479;0,439853076;0,560146924;;;;;;;
miller2_both_0_30_ac3_ev_.csv;ComaOptAdjusted;0;0;0,00000000;1089;1;0;;;;;;;
miller2_both_0_30_ac3_ev_.csv;CupidResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac3_ev_.csv;CupidAdjusted;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac3_ev_.csv;DistributionBasedResult;0,8;0,072289157;0,13259669;420;0,385674931;0,614325069;;;;;;;
miller2_both_0_30_ac3_ev_.csv;DistributionBasedAdjusted;0,733333333;0,103773585;0,18181818;449;0,412304867;0,587695133;;;;;;;
miller2_both_0_30_ac3_ev_.csv;JaccardLevenMatcherResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac3_ev_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;834;0,76584022;0,23415978;;;;;;;
miller2_both_0_30_ac3_ev_.csv;SimilarityFloodingResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac3_ev_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;1089;1;0;;;;;;;
miller2_both_0_30_ac3_ev_.csv;SmatResult;1;0,882352941;0,93750000;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac5_av_.csv;ComaInstResult;0,533333333;0,470588235;0,50000000;542;0,497704316;0,502295684;;;;;;;
miller2_both_0_30_ac5_av_.csv;ComaInstAdjusted;0;0;0,00000000;1089;1;0;;;;;;;
miller2_both_0_30_ac5_av_.csv;ComaOptResult;0,4;0,545454545;0,46153846;609;0,55922865;0,44077135;;;;;;;
miller2_both_0_30_ac5_av_.csv;ComaOptAdjusted;0;0;0,00000000;1089;1;0;;;;;;;
miller2_both_0_30_ac5_av_.csv;CupidResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac5_av_.csv;CupidAdjusted;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac5_av_.csv;DistributionBasedResult;0,466666667;0,044025157;0,08045977;575;0,528007346;0,471992654;;;;;;;
miller2_both_0_30_ac5_av_.csv;DistributionBasedAdjusted;0,133333333;0,036363636;0,05714286;755;0,693296602;0,306703398;;;;;;;
miller2_both_0_30_ac5_av_.csv;JaccardLevenMatcherResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac5_av_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;834;0,76584022;0,23415978;;;;;;;
miller2_both_0_30_ac5_av_.csv;SimilarityFloodingResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ac5_av_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;1089;1;0;;;;;;;
miller2_both_0_30_ac5_av_.csv;SmatResult;1;1;1,00000000;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ec_ev_.csv;ComaInstResult;1;0,714285714;0,83333333;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ec_ev_.csv;ComaInstAdjusted;1;0,75;0,85714286;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ec_ev_.csv;ComaOptResult;1;0,681818182;0,81081081;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ec_ev_.csv;ComaOptAdjusted;1;0,789473684;0,88235294;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ec_ev_.csv;CupidResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ec_ev_.csv;CupidAdjusted;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ec_ev_.csv;DistributionBasedResult;0,866666667;0,067708333;0,12560386;392;0,359963269;0,640036731;;;;;;;
miller2_both_0_30_ec_ev_.csv;DistributionBasedAdjusted;0,533333333;0,083333333;0,14414414;542;0,497704316;0,502295684;;;;;;;
miller2_both_0_30_ec_ev_.csv;JaccardLevenMatcherResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ec_ev_.csv;JaccardLevenMatcherAdjusted;0;0;0,00000000;834;0,76584022;0,23415978;;;;;;;
miller2_both_0_30_ec_ev_.csv;SimilarityFloodingResult;1;0,013774105;0,02717391;168;0,154269972;0,845730028;;;;;;;
miller2_both_0_30_ec_ev_.csv;SimilarityFloodingAdjusted;0;0;0,00000000;1089;1;0;;;;;;;
miller2_both_0_30_ec_ev_.csv;SmatResult;0,933333333;1;0,96551724;365;0,335169881;0,664830119;;;;;;;
miller2_both_0_50_ac1_av_.csv;ComaInstResult;0,96;0,923076923;0,94117647;212,5;0,147160665;0,852839335;;;;;;;
miller2_both_0_50_ac1_av_.csv;ComaInstAdjusted;0,28;1;0,43750000;680;0,470914127;0,529085873;;;;;;;
miller2_both_0_50_ac1_av_.csv;ComaOptResult;1;1;1,00000000;103;0,07132964;0,92867036;;;;;;;
